source_field,source_number,source_id,ra_deg,dec_deg,peak_flux,snr,noise_level,peak_x_pix,peak_y_pix,npix
G034.401+00.226,4099,G034.401+00.226_4099,283.33541479902937,1.403111384103677,0.0002877098449971527,12.512460274880391,2.2993866807693258e-05,79,0,87
G034.401+00.226,4348,G034.401+00.226_4348,283.33548593146924,1.4031113838606926,0.00026235950645059347,11.40997765381565,2.2993866807693258e-05,15,0,108
G034.401+00.226,4389,G034.401+00.226_4389,283.33548370858045,1.4031113838683047,0.00023698279983364046,10.306348289116428,2.2993866807693258e-05,17,0,67
G034.401+00.226,4459,G034.401+00.226_4459,283.33532032625766,1.4031113844230343,0.0005333066219463944,23.193429204693896,2.2993866807693258e-05,164,0,187
G034.401+00.226,4495,G034.401+00.226_4495,283.3353803442538,1.4031113842205925,0.000467675767140463,20.33915265543717,2.2993866807693258e-05,110,0,171
G034.401+00.226,4533,G034.401+00.226_4533,283.3354370279168,1.403111384027983,0.0006864778115414083,29.854822474301166,2.2993866807693258e-05,59,0,236
G034.401+00.226,4552,G034.401+00.226_4552,283.3355014916904,1.403111383807252,0.00023008485732134432,10.006357749465732,2.2993866807693258e-05,1,0,7
G034.401+00.226,4563,G034.401+00.226_4563,283.33550038024606,1.4031113838110654,0.00024633260909467936,10.71297016525562,2.2993866807693258e-05,2,0,35
G034.401+00.226,4618,G034.401+00.226_4618,283.3352247420416,1.4031113847422454,0.0028193702455610037,122.61401134226378,2.2993866807693258e-05,250,0,472
G034.401+00.226,4645,G034.401+00.226_4645,283.3354481423605,1.4031113839900442,0.0002572878438513726,11.189411768067195,2.2993866807693258e-05,49,0,65
G034.401+00.226,4659,G034.401+00.226_4659,283.3354748170255,1.4031113838987945,0.0002562405134085566,11.143863515936518,2.2993866807693258e-05,25,0,35
G034.401+00.226,4667,G034.401+00.226_4667,283.33541813336245,1.4031113840923375,0.00029086816357448697,12.649815101006356,2.2993866807693258e-05,76,0,91
G034.401+00.226,4671,G034.401+00.226_4671,283.3353603382551,1.4031113842882434,0.001264879945665598,55.00944909546036,2.2993866807693258e-05,128,0,287
G034.401+00.226,4691,G034.401+00.226_4691,283.3354870429136,1.4031113838568772,0.0002559162094257772,11.129759581809575,2.2993866807693258e-05,14,0,51
G034.401+00.226,4694,G034.401+00.226_4694,283.335497045913,1.4031113838225204,0.00024030849453993142,10.450982279306293,2.2993866807693258e-05,5,0,17
G034.401+00.226,4865,G034.401+00.226_4865,283.33549593446855,1.4031113838263405,0.00033051904756575823,14.374226411330415,2.2993866807693258e-05,6,0,26
G034.401+00.226,4871,G034.401+00.226_4871,283.33548593146924,1.4031113838606926,0.00038005143869668245,16.528383062979444,2.2993866807693258e-05,15,0,47
G034.401+00.226,5018,G034.401+00.226_5018,283.33533699792326,1.403111384366953,0.0006258767680265009,27.21929170334656,2.2993866807693258e-05,149,0,254
G034.401+00.226,5082,G034.401+00.226_5082,283.33531810336893,1.4031113844304983,0.0009026777697727084,39.25732793540805,2.2993866807693258e-05,166,0,173
G034.401+00.226,5133,G034.401+00.226_5133,283.3354770399142,1.403111383891179,0.00036882891436107457,16.040317074363163,2.2993866807693258e-05,23,0,137
G034.401+00.226,5304,G034.401+00.226_5304,283.33547148269236,1.403111383910231,0.0005542353028431535,24.103614562893707,2.2993866807693258e-05,28,0,217
G034.401+00.226,5517,G034.401+00.226_5517,283.33513026927,1.4031113850538894,0.001495086238719523,65.02108806767981,2.2993866807693258e-05,335,0,469
G034.401+00.226,5614,G034.401+00.226_5614,283.33546703691485,1.4031113839254423,0.0005460132379084826,23.74603812725392,2.2993866807693258e-05,32,0,174
G034.401+00.226,5752,G034.401+00.226_5752,283.33538145569815,1.4031113842168288,0.0007968030986376107,34.652853532708875,2.2993866807693258e-05,109,0,177
G034.401+00.226,5801,G034.401+00.226_5801,283.33497688994663,1.403111385551684,0.0023406867403537035,101.79613372251768,2.2993866807693258e-05,473,0,866
G034.401+00.226,5928,G034.401+00.226_5928,283.33547370558114,1.4031113839026024,0.0005672328406944871,24.66887563707654,2.2993866807693258e-05,26,0,51
G034.401+00.226,5933,G034.401+00.226_5933,283.33547926280295,1.4031113838835598,0.0004935701726935804,21.465296673304305,2.2993866807693258e-05,21,0,41
G034.401+00.226,6129,G034.401+00.226_6129,283.33549260013547,1.4031113838377927,0.00033905275631695986,14.74535619226602,2.2993866807693258e-05,9,0,100
G034.401+00.226,6293,G034.401+00.226_6293,283.3354025731412,1.4031113841452234,0.0003624922828748822,15.764737871474493,2.2993866807693258e-05,90,0,142
G034.401+00.226,6588,G034.401+00.226_6588,283.3354648140261,1.4031113839330558,0.0002561296278145164,11.139041117208738,2.2993866807693258e-05,34,0,122
G034.401+00.226,6969,G034.401+00.226_6969,283.3353269949239,1.4031113844006147,0.0005910921026952565,25.706511551049328,2.2993866807693258e-05,158,0,210
G034.401+00.226,7639,G034.401+00.226_7639,283.33539145869753,1.4031113841829397,0.0006712852627970278,29.194100688294412,2.2993866807693258e-05,100,0,212
G034.401+00.226,7933,G034.401+00.226_7933,283.33537256414314,1.403111384246929,0.0010111958254128695,43.9767627546031,2.2993866807693258e-05,117,0,231
G034.401+00.226,8146,G034.401+00.226_8146,283.33512248915935,1.4031113850793868,0.000666742620524019,28.996541821358257,2.2993866807693258e-05,342,0,517
G035.132-00.744,471,G035.132-00.744_471,284.53330551923494,1.610369697146704,0.00029647190240211785,10.122678903063088,2.9287889623013378e-05,69,0,129
G035.132-00.744,1741,G035.132-00.744_1741,284.5333344195384,1.6103696970336283,0.0003235245530959219,11.046359340336624,2.9287889623013378e-05,43,0,51
G035.132-00.744,1747,G035.132-00.744_1747,284.53329106908325,1.610369697203085,0.0005312758730724454,18.13977995379318,2.9287889623013378e-05,82,0,124
G035.132-00.744,1900,G035.132-00.744_1900,284.5330987709106,1.610369697943635,0.0030149235390126705,102.94096221407675,2.9287889623013378e-05,255,0,811
G035.132-00.744,1972,G035.132-00.744_1972,284.53330774233524,1.6103696971380261,0.0012442197185009718,42.48239577915195,2.9287889623013378e-05,67,0,653
G035.132-00.744,2051,G035.132-00.744_2051,284.5331843602707,1.6103696976162656,0.0009503801120445132,32.449593476265306,2.9287889623013378e-05,178,0,313
G035.132-00.744,2587,G035.132-00.744_2587,284.5332154836743,1.6103696974963397,0.0020791434217244387,70.9898681156843,2.9287889623013378e-05,150,0,597
G035.132-00.744,2609,G035.132-00.744_2609,284.5330554204555,1.6103696981080557,0.0016257616225630045,55.50968825304296,2.9287889623013378e-05,294,0,541
G035.132-00.744,3102,G035.132-00.744_3102,284.5331221134634,1.610369697854715,0.0004808121011592448,16.416754752498104,2.9287889623013378e-05,234,0,265
G035.132-00.744,3513,G035.132-00.744_3513,284.53285089523155,1.6103696988713467,0.0007248116889968514,24.747829165107216,2.9287889623013378e-05,478,0,934
G035.132-00.744,3585,G035.132-00.744_3585,284.5326719356607,1.610369699522289,0.001352430903352797,46.17713740255649,2.9287889623013378e-05,639,0,709
G035.132-00.744,3729,G035.132-00.744_3729,284.5332021450728,1.6103696975478026,0.0005174905527383089,17.66909666074688,2.9287889623013378e-05,162,0,236
G035.132-00.744,3971,G035.132-00.744_3971,284.53327106118087,1.6103696972809924,0.0016938092885538936,57.83309450958046,2.9287889623013378e-05,100,0,434
G035.132-00.744,4576,G035.132-00.744_4576,284.533169910119,1.6103696976717887,0.0016545694088563323,56.493295698445635,2.9287889623013378e-05,191,0,632
G035.132-00.744,4667,G035.132-00.744_4667,284.533365542942,1.6103696969113923,0.00031700986437499523,10.82392307726741,2.9287889623013378e-05,15,0,17
G035.132-00.744,4684,G035.132-00.744_4684,284.5321495071001,1.6103697013323384,0.009733358398079872,332.33389374807484,2.9287889623013378e-05,1109,0,1125
G035.132-00.744,4741,G035.132-00.744_4741,284.53315101376677,1.6103696977442619,0.0007654259097762406,26.134553210511836,2.9287889623013378e-05,208,0,223
G035.132-00.744,4748,G035.132-00.744_4748,284.5332755073814,1.6103696972636943,0.00035903180832974613,12.258712148642891,2.9287889623013378e-05,96,0,98
G035.132-00.744,4765,G035.132-00.744_4765,284.5333321964381,1.6103696970423316,0.00042845355346798897,14.629034696010512,2.9287889623013378e-05,45,0,65
G035.132-00.744,4782,G035.132-00.744_4782,284.5333788815436,1.6103696968588506,0.0002968881162814796,10.136890028709871,2.9287889623013378e-05,3,0,6
G035.132-00.744,4798,G035.132-00.744_4798,284.53332775023756,1.6103696970597525,0.0004387496446724981,14.980582429119247,2.9287889623013378e-05,49,0,93
G035.132-00.744,4799,G035.132-00.744_4799,284.5333533158906,1.6103696969594614,0.0003393093647900969,11.585312877015205,2.9287889623013378e-05,26,0,49
G035.132-00.744,4803,G035.132-00.744_4803,284.53336220829163,1.6103696969245063,0.00031824473990127444,10.866086426766955,2.9287889623013378e-05,18,0,27
G035.132-00.744,4914,G035.132-00.744_4914,284.5332755073814,1.6103696972636943,0.0003667249111458659,12.52138395310349,2.9287889623013378e-05,96,0,98
G035.132-00.744,4936,G035.132-00.744_4936,284.5333766584434,1.6103696968676118,0.0003134232829324901,10.701463538916553,2.9287889623013378e-05,5,0,185
G035.132-00.744,5046,G035.132-00.744_5046,284.531940535676,1.6103697020186991,0.004907658789306879,167.56614602407598,2.9287889623013378e-05,1297,0,1693
G035.522-00.274,1686,G035.522-00.274_1686,284.29301269856774,2.171919324482488,0.0003478461876511574,14.626556631715259,2.378182346054783e-05,110,0,129
G035.522-00.274,2242,G035.522-00.274_2242,284.2930404963153,2.1719193243368555,0.00031243491685017943,13.137550927012992,2.378182346054783e-05,85,0,129
G035.522-00.274,3289,G035.522-00.274_3289,284.2930805250719,2.1719193241262333,0.0009747237781994045,40.98608249348055,2.378182346054783e-05,49,0,309
G035.522-00.274,4926,G035.522-00.274_4926,284.2930638464233,2.1719193242141244,0.0002783755771815777,11.705392466787957,2.378182346054783e-05,64,0,107
G035.522-00.274,5294,G035.522-00.274_5294,284.29298490082016,2.1719193246276114,0.0005359746282920241,22.537154444072122,2.378182346054783e-05,135,0,406
G035.522-00.274,5302,G035.522-00.274_5302,284.2931105466393,2.1719193239675776,0.0002771584549918771,11.654213792801091,2.378182346054783e-05,22,0,25
G035.522-00.274,5544,G035.522-00.274_5544,284.29279587613655,2.171919325600857,0.0009483924368396401,39.87887801845592,2.378182346054783e-05,305,0,395
G035.522-00.274,7942,G035.522-00.274_7942,284.2930582868738,2.1719193242433796,0.00030947267077863216,13.012991677951984,2.378182346054783e-05,69,0,209
G300.918+00.889_eb1,5736,G300.918+00.889_eb1_5736,188.595722369308,-61.92377955801574,0.0004940447979606688,16.901834287344897,2.9230247413476337e-05,99,0,394
G300.918+00.889_eb1,5854,G300.918+00.889_eb1_5854,188.59562793640347,-61.92377956945629,0.00044005821109749377,15.054891765801782,2.9230247413476337e-05,139,0,273
G300.918+00.889_eb1,6320,G300.918+00.889_eb1_6320,188.5956727920331,-61.92377956403007,0.000295108970021829,10.096013415396946,2.9230247413476337e-05,120,0,288
G300.918+00.889_eb1,6796,G300.918+00.889_eb1_6796,188.59571764766275,-61.923779558589274,0.000587098766118288,20.085316344178857,2.9230247413476337e-05,101,0,197
G301.116+00.959_eb1,2897,G301.116+00.959_eb1_2897,189.02409178469208,-61.86640990344252,0.0008512833737768233,29.112789317634636,2.9240872954113372e-05,219,0,274
G301.116+00.959_eb1,3806,G301.116+00.959_eb1_3806,189.02427794033483,-61.86640988109436,0.0007207348244264722,24.6481979370963,2.9240872954113372e-05,140,0,366
G301.116+00.959_eb1,5479,G301.116+00.959_eb1_5479,189.0245159367892,-61.86640985215639,0.0003068407822865993,10.493557520259852,2.9240872954113372e-05,39,0,254
G301.731+01.104_eb1,3676,G301.731+01.104_eb1_3676,190.33906292940938,-61.75208762692016,0.0005891340551897883,20.131856520443876,2.9263771803237495e-05,175,0,325
G309.154-00.349,2304,G309.154-00.349_2304,206.48028243771665,-62.56956025032284,0.00023107393644750118,10.370885656779855,2.228102247915915e-05,64,0,73
G309.154-00.349,2780,G309.154-00.349_2780,206.48023178700763,-62.569560256534494,0.0003630979626905173,16.296288154196954,2.228102247915915e-05,85,0,148
G309.173-00.327,3845,G309.173-00.327_3845,206.51064454082015,-62.54406820376184,0.0008491227054037154,38.028839817178756,2.2328388388544565e-05,32,0,371
G313.766-00.862_eb1,1782,G313.766-00.862_eb1_1782,216.273896157588,-61.75746825010642,0.00045513486838899553,22.281248539698115,2.0426811701242398e-05,93,0,248
G313.766-00.862_eb1,2531,G313.766-00.862_eb1_2531,216.27396894729856,-61.757468241250024,0.00024812828633002937,12.147186254962037,2.0426811701242398e-05,62,0,171
G313.766-00.862_eb1,5068,G313.766-00.862_eb1_5068,216.27410748255406,-61.75746822428779,0.00027571097598411143,13.49750416347854,2.0426811701242398e-05,3,0,14
G313.766-00.862_eb1,5099,G313.766-00.862_eb1_5099,216.27400416812625,-61.757468236950835,0.00039482529973611236,19.32877756503225,2.0426811701242398e-05,47,0,53
G313.766-00.862_eb1,5120,G313.766-00.862_eb1_5120,216.2738139756567,-61.75746826005927,0.00020736755686812103,10.151733902531081,2.0426811701242398e-05,128,0,136
G313.766-00.862_eb1,5180,G313.766-00.862_eb1_5180,216.2740816539471,-61.75746822746084,0.00025058360188268125,12.267386880912026,2.0426811701242398e-05,14,0,79
G313.766-00.862_eb1,5225,G313.766-00.862_eb1_5225,216.2741004383885,-61.757468225153644,0.00024823457351885736,12.152389572561598,2.0426811701242398e-05,6,0,44
G313.766-00.862_eb1,5277,G313.766-00.862_eb1_5277,216.27408635005744,-61.75746822688427,0.00020790292182937264,10.177942836606634,2.0426811701242398e-05,12,0,49
G313.766-00.862_eb1,5285,G313.766-00.862_eb1_5285,216.2740816539471,-61.75746822746084,0.000493127794470638,24.141202341462083,2.0426811701242398e-05,14,0,16
G313.766-00.862_eb1,5291,G313.766-00.862_eb1_5291,216.27410748255406,-61.75746822428779,0.0005051984917372465,24.732126536737958,2.0426811701242398e-05,3,0,16
G313.766-00.862_eb1,5292,G313.766-00.862_eb1_5292,216.27410748255406,-61.75746822428779,0.0002583068562671542,12.645480853551096,2.0426811701242398e-05,3,0,10
