target,proposal,src_id,ra,dec,peak_Jybeam,snr,sep_arcsec,on_target,all_off_target
G345.0061+01.7944C,2023.1.01346.S,2,254.1671987294121,-40.224735095099206,0.0011538872495293,25.41272735595703,95.00358445857519,False,True
G345.0061+01.7944C,2023.1.01346.S,3,254.1669426028664,-40.22463732059406,0.0011036142241209,24.3055362701416,95.76714701694688,False,True
G345.0061+01.7944C,2023.1.01346.S,4,254.17008802505376,-40.22308196351767,0.0025422475300729,55.9893913269043,93.35652938916051,False,True
G345.0061+01.7944C,2023.1.01346.S,5,254.16108786659527,-40.22308196367267,0.0023863406386226,52.555763244628906,111.80786939014992,False,True
G345.4938+01.4677,2022.1.00700.S,1,254.923443976843,-40.06212661600989,0.0536787286400795,382.1868896484375,3.3517690098078567,True,False
G345.4938+01.4677,2022.1.00700.S,2,254.92854717914528,-40.06007150821042,0.004261293914169,30.339962005615234,14.351169868289327,False,False
G345.5043+00.3480,2022.1.01344.S,1,256.0956613071958,-40.74025370528872,0.0061950809322297,47.92191696166992,1.7361149404923677,True,False
G345.5043+00.3480,2022.1.01344.S,2,256.0954252039677,-40.73968592802304,0.0431350134313106,333.66998291015625,0.7282883175808088,True,False
IRAS17233-3606,2016.1.01137.S,1,261.67722619138186,-36.15482771661591,0.6384561657905579,11.749218940734863,3.240501473409877,True,False
IRAS17233-3606,2017.1.00237.S,1,261.67832397713744,-36.155695963902566,0.016195235773921,33.296016693115234,3.5055755430972324,True,False
IRAS17233-3606,2017.1.00237.S,2,261.67663340414083,-36.15519041203613,0.0102272229269146,21.026294708251957,5.220801382427866,False,False
IRAS17233-3606,2017.1.00237.S,3,261.676166214217,-36.1549298533094,0.0218221880495548,44.86455154418945,6.343436772459034,False,False
IRAS17233-3606,2017.1.00237.S,4,261.6773462348694,-36.15491430226641,0.0413556322455406,85.02363586425781,2.9513836910384326,True,False
IRAS17233-3606,2017.1.00237.S,5,261.67722100820475,-36.15482874678101,0.0429230518639087,88.2461166381836,3.25589897998414,True,False
IRAS17233-3606,2017.1.00237.S,6,261.6764359376792,-36.15448263313898,0.0133297014981508,27.40472412109375,5.582265982480564,False,False
MonR2-IRS2,2018.1.00446.S,1,91.94019511866216,-6.381779729074883,0.0026398848276585,21.02290344238281,2.4969293361133853,True,False
MonR2-IRS2,2018.1.00446.S,2,91.9420969032818,-6.381723727979225,0.0039504473097622,31.45965576171875,4.5247255219614715,True,False
MonR2-IRS2,2018.1.00446.S,3,91.94084514668032,-6.381531729484989,0.0720826089382171,574.0347900390625,0.006701744712085559,True,False
MonR2-IRS2,2022.1.00285.S,1,91.94083948646984,-6.381530409230666,0.1421426981687545,345.7875061035156,0.02748435786821783,True,False
MonR2-IRS2,2022.1.00285.S,2,91.94002443925896,-6.377607909250034,0.0351194962859153,85.4344482421875,14.42999976383776,False,False
MonR2-IRS3,2019.1.00437.S,1,91.9493785176844,-6.382287720532031,0.0478538796305656,168.0953369140625,0.7811167825935003,True,False
