member_ous_uid,obs_id,proposal_id,schedblock_name,target_name,spatial_resolution,frequency,band_list,scientific_category,data_rights,s_ra,s_dec,obs_release_date,antenna_arrays,is_mosaic,higal_name,dist_kpc,theta_lim_arcsec
uid://A001/X2d20/X10df,uid://A001/X2d20/X10df.source.744757.spw.33,2022.1.01344.S,744757_a_06_TM1,744757,0.050378342584715456,220.67929034148247,6,ISM and star formation,Public,221.36070833329725,-59.82111944444981,2024-07-10T11:56:22.000,A027:DV03 A042:DA58 A074:DA57 A075:DA54 A076:DV04 A082:DA48 A083:DA41 A085:DA53 A086:DV07 A087:DV08 A088:DV22 A091:DA43 A092:DV05 A093:DV13 A094:DV14 A096:DV06 A101:DA45 A105:DV15 A108:DV16 A110:DA64 A111:DV24 A115:DA63 A116:DV17 A120:DA44 A121:DV12 A123:DA51 A124:DA47 A126:DV25 A127:DV01 A129:DA42 A130:DV02 A132:DA56 A133:DA49 A134:DA55 P401:DA52 P404:DV09 P410:DV20 S301:DV21 S307:DV18 W207:DA62 W210:DV23,F,HIGALBM316.8112-0.0574,2.695,0.07421150278293136
uid://A001/X2d1f/X4d2,uid://A001/X2d1f/X4d2.source.316.811-00.059.spw.31,2022.1.00700.S,316.811-_a_06_TM1,316.811-00.059,0.02447144287625904,234.49844377828697,6,ISM and star formation,Public,221.36012083332952,-59.82118888888894,2024-08-11T02:57:32.000,A074:DA57 A090:PM01 A091:DA43 A092:DV05 A093:DV13 A094:DV14 A096:DV06 A101:DA45 A105:DV15 A108:DV16 A110:DA64 A111:DV24 A115:DA63 A116:DV17 A118:DV10 A120:DA44 A121:DV12 A122:DA46 A123:DA51 A124:DA47 A125:DA65 A126:DV25 A127:DV01 A128:DA60 A129:DA42 A130:DV02 A132:DA56 A133:DA49 A135:PM04 P401:DA52 P402:DA41 P404:DV09 P405:DV22 P409:DA50 P410:DV20 P411:DV04 S301:DV21 S303:DA54 S305:DA58 S306:DA48 S307:DV18 S308:DV08 S309:DA61 T702:PM03 W201:DA55 W202:DV07 W206:DV03 W207:DA62 W209:DA53,F,HIGALBM316.8112-0.0574,2.695,0.07421150278293136
uid://A001/X2d1f/X4d2,uid://A001/X2d1f/X4d2.source.316.811-00.059.spw.25,2022.1.00700.S,316.811-_a_06_TM1,316.811-00.059,0.02447144287625904,217.60176925668208,6,ISM and star formation,Public,221.36012083332952,-59.82118888888894,2024-08-11T02:57:32.000,A074:DA57 A090:PM01 A091:DA43 A092:DV05 A093:DV13 A094:DV14 A096:DV06 A101:DA45 A105:DV15 A108:DV16 A110:DA64 A111:DV24 A115:DA63 A116:DV17 A118:DV10 A120:DA44 A121:DV12 A122:DA46 A123:DA51 A124:DA47 A125:DA65 A126:DV25 A127:DV01 A128:DA60 A129:DA42 A130:DV02 A132:DA56 A133:DA49 A135:PM04 P401:DA52 P402:DA41 P404:DV09 P405:DV22 P409:DA50 P410:DV20 P411:DV04 S301:DV21 S303:DA54 S305:DA58 S306:DA48 S307:DV18 S308:DV08 S309:DA61 T702:PM03 W201:DA55 W202:DV07 W206:DV03 W207:DA62 W209:DA53,F,HIGALBM316.8112-0.0574,2.695,0.07421150278293136
uid://A001/X2d1f/X4d2,uid://A001/X2d1f/X4d2.source.316.811-00.059.spw.27,2022.1.00700.S,316.811-_a_06_TM1,316.811-00.059,0.02447144287625904,220.41446477276708,6,ISM and star formation,Public,221.36012083332952,-59.82118888888894,2024-08-11T02:57:32.000,A074:DA57 A090:PM01 A091:DA43 A092:DV05 A093:DV13 A094:DV14 A096:DV06 A101:DA45 A105:DV15 A108:DV16 A110:DA64 A111:DV24 A115:DA63 A116:DV17 A118:DV10 A120:DA44 A121:DV12 A122:DA46 A123:DA51 A124:DA47 A125:DA65 A126:DV25 A127:DV01 A128:DA60 A129:DA42 A130:DV02 A132:DA56 A133:DA49 A135:PM04 P401:DA52 P402:DA41 P404:DV09 P405:DV22 P409:DA50 P410:DV20 P411:DV04 S301:DV21 S303:DA54 S305:DA58 S306:DA48 S307:DV18 S308:DV08 S309:DA61 T702:PM03 W201:DA55 W202:DV07 W206:DV03 W207:DA62 W209:DA53,F,HIGALBM316.8112-0.0574,2.695,0.07421150278293136
uid://A001/X2d1f/X4d2,uid://A001/X2d1f/X4d2.source.316.811-00.059.spw.29,2022.1.00700.S,316.811-_a_06_TM1,316.811-00.059,0.02447144287625904,231.93576564140955,6,ISM and star formation,Public,221.36012083332952,-59.82118888888894,2024-08-11T02:57:32.000,A074:DA57 A090:PM01 A091:DA43 A092:DV05 A093:DV13 A094:DV14 A096:DV06 A101:DA45 A105:DV15 A108:DV16 A110:DA64 A111:DV24 A115:DA63 A116:DV17 A118:DV10 A120:DA44 A121:DV12 A122:DA46 A123:DA51 A124:DA47 A125:DA65 A126:DV25 A127:DV01 A128:DA60 A129:DA42 A130:DV02 A132:DA56 A133:DA49 A135:PM04 P401:DA52 P402:DA41 P404:DV09 P405:DV22 P409:DA50 P410:DV20 P411:DV04 S301:DV21 S303:DA54 S305:DA58 S306:DA48 S307:DV18 S308:DV08 S309:DA61 T702:PM03 W201:DA55 W202:DV07 W206:DV03 W207:DA62 W209:DA53,F,HIGALBM316.8112-0.0574,2.695,0.07421150278293136
uid://A001/X2d1f/X4d2,uid://A001/X2d1f/X4d2.source.316.799-00.056.spw.27,2022.1.00700.S,316.811-_a_06_TM1,316.799-00.056,0.024477791291193086,220.4144649128231,6,ISM and star formation,Public,221.33737916666112,-59.82498055555567,2024-08-11T02:57:32.000,A074:DA57 A090:PM01 A091:DA43 A092:DV05 A093:DV13 A094:DV14 A096:DV06 A101:DA45 A105:DV15 A108:DV16 A110:DA64 A111:DV24 A115:DA63 A116:DV17 A118:DV10 A120:DA44 A121:DV12 A122:DA46 A123:DA51 A124:DA47 A125:DA65 A126:DV25 A127:DV01 A128:DA60 A129:DA42 A130:DV02 A132:DA56 A133:DA49 A135:PM04 P401:DA52 P402:DA41 P404:DV09 P405:DV22 P409:DA50 P410:DV20 P411:DV04 S301:DV21 S303:DA54 S305:DA58 S306:DA48 S307:DV18 S308:DV08 S309:DA61 T702:PM03 W201:DA55 W202:DV07 W206:DV03 W207:DA62 W209:DA53,F,HIGALBM316.8002-0.0549,2.695,0.07421150278293136
uid://A001/X2d1f/X4d2,uid://A001/X2d1f/X4d2.source.316.799-00.056.spw.29,2022.1.00700.S,316.811-_a_06_TM1,316.799-00.056,0.024477791291193086,231.9357657887864,6,ISM and star formation,Public,221.33737916666112,-59.82498055555567,2024-08-11T02:57:32.000,A074:DA57 A090:PM01 A091:DA43 A092:DV05 A093:DV13 A094:DV14 A096:DV06 A101:DA45 A105:DV15 A108:DV16 A110:DA64 A111:DV24 A115:DA63 A116:DV17 A118:DV10 A120:DA44 A121:DV12 A122:DA46 A123:DA51 A124:DA47 A125:DA65 A126:DV25 A127:DV01 A128:DA60 A129:DA42 A130:DV02 A132:DA56 A133:DA49 A135:PM04 P401:DA52 P402:DA41 P404:DV09 P405:DV22 P409:DA50 P410:DV20 P411:DV04 S301:DV21 S303:DA54 S305:DA58 S306:DA48 S307:DV18 S308:DV08 S309:DA61 T702:PM03 W201:DA55 W202:DV07 W206:DV03 W207:DA62 W209:DA53,F,HIGALBM316.8002-0.0549,2.695,0.07421150278293136
uid://A001/X2d1f/X4d2,uid://A001/X2d1f/X4d2.source.316.799-00.056.spw.25,2022.1.00700.S,316.811-_a_06_TM1,316.799-00.056,0.024477791291193086,217.60176939495085,6,ISM and star formation,Public,221.33737916666112,-59.82498055555567,2024-08-11T02:57:32.000,A074:DA57 A090:PM01 A091:DA43 A092:DV05 A093:DV13 A094:DV14 A096:DV06 A101:DA45 A105:DV15 A108:DV16 A110:DA64 A111:DV24 A115:DA63 A116:DV17 A118:DV10 A120:DA44 A121:DV12 A122:DA46 A123:DA51 A124:DA47 A125:DA65 A126:DV25 A127:DV01 A128:DA60 A129:DA42 A130:DV02 A132:DA56 A133:DA49 A135:PM04 P401:DA52 P402:DA41 P404:DV09 P405:DV22 P409:DA50 P410:DV20 P411:DV04 S301:DV21 S303:DA54 S305:DA58 S306:DA48 S307:DV18 S308:DV08 S309:DA61 T702:PM03 W201:DA55 W202:DV07 W206:DV03 W207:DA62 W209:DA53,F,HIGALBM316.8002-0.0549,2.695,0.07421150278293136
uid://A001/X2d1f/X4d2,uid://A001/X2d1f/X4d2.source.316.799-00.056.spw.31,2022.1.00700.S,316.811-_a_06_TM1,316.799-00.056,0.024477791291193086,234.49844392729221,6,ISM and star formation,Public,221.33737916666112,-59.82498055555567,2024-08-11T02:57:32.000,A074:DA57 A090:PM01 A091:DA43 A092:DV05 A093:DV13 A094:DV14 A096:DV06 A101:DA45 A105:DV15 A108:DV16 A110:DA64 A111:DV24 A115:DA63 A116:DV17 A118:DV10 A120:DA44 A121:DV12 A122:DA46 A123:DA51 A124:DA47 A125:DA65 A126:DV25 A127:DV01 A128:DA60 A129:DA42 A130:DV02 A132:DA56 A133:DA49 A135:PM04 P401:DA52 P402:DA41 P404:DV09 P405:DV22 P409:DA50 P410:DV20 P411:DV04 S301:DV21 S303:DA54 S305:DA58 S306:DA48 S307:DV18 S308:DV08 S309:DA61 T702:PM03 W201:DA55 W202:DV07 W206:DV03 W207:DA62 W209:DA53,F,HIGALBM316.8002-0.0549,2.695,0.07421150278293136
uid://A001/X2d20/X10d6,uid://A001/X2d20/X10d6.source.G326.6618+00.5207.spw.25,2022.1.01344.S,779984_a_06_TM1,G326.6618+00.5207,0.04377549167310204,218.04693257752822,6,ISM and star formation,Public,236.2618333333773,-54.15083333334552,2024-07-12T01:47:04.000,A042:DA58 A074:DA57 A075:DA54 A076:DV04 A082:DA48 A085:DA53 A086:DV07 A087:DV08 A088:DV22 A090:PM01 A091:DA43 A092:DV05 A093:DV13 A094:DV14 A096:DV06 A101:DA45 A105:DV15 A108:DV16 A110:DA64 A111:DV24 A115:DA63 A116:DV17 A120:DA44 A121:DV12 A123:DA51 A124:DA47 A125:DA65 A126:DV25 A128:DA60 A129:DA42 A130:DV02 A132:DA56 A133:DA49 A134:DA55 A135:PM04 P401:DA52 P402:DA41 P404:DV09 P409:DA50 P410:DV20 S301:DV21 S307:DV18 T702:PM03 W207:DA62 W210:DV23,F,HIGALBM326.6625+0.5209,2.711,0.07377351530800443
uid://A001/X2d20/X10d6,uid://A001/X2d20/X10d6.source.G326.6618+00.5207.spw.31,2022.1.01344.S,779984_a_06_TM1,G326.6618+00.5207,0.04377549167310204,220.46316995593952,6,ISM and star formation,Public,236.2618333333773,-54.15083333334552,2024-07-12T01:47:04.000,A042:DA58 A074:DA57 A075:DA54 A076:DV04 A082:DA48 A085:DA53 A086:DV07 A087:DV08 A088:DV22 A090:PM01 A091:DA43 A092:DV05 A093:DV13 A094:DV14 A096:DV06 A101:DA45 A105:DV15 A108:DV16 A110:DA64 A111:DV24 A115:DA63 A116:DV17 A120:DA44 A121:DV12 A123:DA51 A124:DA47 A125:DA65 A126:DV25 A128:DA60 A129:DA42 A130:DV02 A132:DA56 A133:DA49 A134:DA55 A135:PM04 P401:DA52 P402:DA41 P404:DV09 P409:DA50 P410:DV20 S301:DV21 S307:DV18 T702:PM03 W207:DA62 W210:DV23,F,HIGALBM326.6625+0.5209,2.711,0.07377351530800443
uid://A001/X2d20/X10d6,uid://A001/X2d20/X10d6.source.G326.6618+00.5207.spw.37,2022.1.01344.S,779984_a_06_TM1,G326.6618+00.5207,0.04377549167310204,233.54773478107353,6,ISM and star formation,Public,236.2618333333773,-54.15083333334552,2024-07-12T01:47:04.000,A042:DA58 A074:DA57 A075:DA54 A076:DV04 A082:DA48 A085:DA53 A086:DV07 A087:DV08 A088:DV22 A090:PM01 A091:DA43 A092:DV05 A093:DV13 A094:DV14 A096:DV06 A101:DA45 A105:DV15 A108:DV16 A110:DA64 A111:DV24 A115:DA63 A116:DV17 A120:DA44 A121:DV12 A123:DA51 A124:DA47 A125:DA65 A126:DV25 A128:DA60 A129:DA42 A130:DV02 A132:DA56 A133:DA49 A134:DA55 A135:PM04 P401:DA52 P402:DA41 P404:DV09 P409:DA50 P410:DV20 S301:DV21 S307:DV18 T702:PM03 W207:DA62 W210:DV23,F,HIGALBM326.6625+0.5209,2.711,0.07377351530800443
uid://A001/X2d20/X10d6,uid://A001/X2d20/X10d6.source.G326.6618+00.5207.spw.33,2022.1.01344.S,779984_a_06_TM1,G326.6618+00.5207,0.04377549167310204,220.69752463619048,6,ISM and star formation,Public,236.2618333333773,-54.15083333334552,2024-07-12T01:47:04.000,A042:DA58 A074:DA57 A075:DA54 A076:DV04 A082:DA48 A085:DA53 A086:DV07 A087:DV08 A088:DV22 A090:PM01 A091:DA43 A092:DV05 A093:DV13 A094:DV14 A096:DV06 A101:DA45 A105:DV15 A108:DV16 A110:DA64 A111:DV24 A115:DA63 A116:DV17 A120:DA44 A121:DV12 A123:DA51 A124:DA47 A125:DA65 A126:DV25 A128:DA60 A129:DA42 A130:DV02 A132:DA56 A133:DA49 A134:DA55 A135:PM04 P401:DA52 P402:DA41 P404:DV09 P409:DA50 P410:DV20 S301:DV21 S307:DV18 T702:PM03 W207:DA62 W210:DV23,F,HIGALBM326.6625+0.5209,2.711,0.07377351530800443
uid://A001/X2d20/X10d6,uid://A001/X2d20/X10d6.source.G326.6618+00.5207.spw.27,2022.1.01344.S,779984_a_06_TM1,G326.6618+00.5207,0.04377549167310204,219.1271438018378,6,ISM and star formation,Public,236.2618333333773,-54.15083333334552,2024-07-12T01:47:04.000,A042:DA58 A074:DA57 A075:DA54 A076:DV04 A082:DA48 A085:DA53 A086:DV07 A087:DV08 A088:DV22 A090:PM01 A091:DA43 A092:DV05 A093:DV13 A094:DV14 A096:DV06 A101:DA45 A105:DV15 A108:DV16 A110:DA64 A111:DV24 A115:DA63 A116:DV17 A120:DA44 A121:DV12 A123:DA51 A124:DA47 A125:DA65 A126:DV25 A128:DA60 A129:DA42 A130:DV02 A132:DA56 A133:DA49 A134:DA55 A135:PM04 P401:DA52 P402:DA41 P404:DV09 P409:DA50 P410:DV20 S301:DV21 S307:DV18 T702:PM03 W207:DA62 W210:DV23,F,HIGALBM326.6625+0.5209,2.711,0.07377351530800443
uid://A001/X2d20/X10d6,uid://A001/X2d20/X10d6.source.G326.6618+00.5207.spw.35,2022.1.01344.S,779984_a_06_TM1,G326.6618+00.5207,0.04377549167310204,231.40214141662938,6,ISM and star formation,Public,236.2618333333773,-54.15083333334552,2024-07-12T01:47:04.000,A042:DA58 A074:DA57 A075:DA54 A076:DV04 A082:DA48 A085:DA53 A086:DV07 A087:DV08 A088:DV22 A090:PM01 A091:DA43 A092:DV05 A093:DV13 A094:DV14 A096:DV06 A101:DA45 A105:DV15 A108:DV16 A110:DA64 A111:DV24 A115:DA63 A116:DV17 A120:DA44 A121:DV12 A123:DA51 A124:DA47 A125:DA65 A126:DV25 A128:DA60 A129:DA42 A130:DV02 A132:DA56 A133:DA49 A134:DA55 A135:PM04 P401:DA52 P402:DA41 P404:DV09 P409:DA50 P410:DV20 S301:DV21 S307:DV18 T702:PM03 W207:DA62 W210:DV23,F,HIGALBM326.6625+0.5209,2.711,0.07377351530800443
uid://A001/X2d20/X10d6,uid://A001/X2d20/X10d6.source.G326.6618+00.5207.spw.29,2022.1.01344.S,779984_a_06_TM1,G326.6618+00.5207,0.04377549167310204,219.69726748744378,6,ISM and star formation,Public,236.2618333333773,-54.15083333334552,2024-07-12T01:47:04.000,A042:DA58 A074:DA57 A075:DA54 A076:DV04 A082:DA48 A085:DA53 A086:DV07 A087:DV08 A088:DV22 A090:PM01 A091:DA43 A092:DV05 A093:DV13 A094:DV14 A096:DV06 A101:DA45 A105:DV15 A108:DV16 A110:DA64 A111:DV24 A115:DA63 A116:DV17 A120:DA44 A121:DV12 A123:DA51 A124:DA47 A125:DA65 A126:DV25 A128:DA60 A129:DA42 A130:DV02 A132:DA56 A133:DA49 A134:DA55 A135:PM04 P401:DA52 P402:DA41 P404:DV09 P409:DA50 P410:DV20 S301:DV21 S307:DV18 T702:PM03 W207:DA62 W210:DV23,F,HIGALBM326.6625+0.5209,2.711,0.07377351530800443
uid://A001/X2d20/X10d6,uid://A001/X2d20/X10d6.source.778802.spw.29,2022.1.01344.S,779984_a_06_TM1,778802,0.04371287542930742,219.69729700032258,6,ISM and star formation,Public,236.13866666671146,-54.090583333346046,2024-07-12T01:47:04.000,A042:DA58 A074:DA57 A075:DA54 A076:DV04 A082:DA48 A085:DA53 A086:DV07 A087:DV08 A088:DV22 A090:PM01 A091:DA43 A092:DV05 A093:DV13 A094:DV14 A096:DV06 A101:DA45 A105:DV15 A108:DV16 A110:DA64 A111:DV24 A115:DA63 A116:DV17 A120:DA44 A121:DV12 A123:DA51 A124:DA47 A125:DA65 A126:DV25 A128:DA60 A129:DA42 A130:DV02 A132:DA56 A133:DA49 A134:DA55 A135:PM04 P401:DA52 P402:DA41 P404:DV09 P409:DA50 P410:DV20 S301:DV21 S307:DV18 T702:PM03 W207:DA62 W210:DV23,F,HIGALBM326.6413+0.6113,2.769,0.07222824124232576
uid://A001/X2d20/X10d6,uid://A001/X2d20/X10d6.source.778802.spw.33,2022.1.01344.S,779984_a_06_TM1,778802,0.04371287542930742,220.69755428343774,6,ISM and star formation,Public,236.13866666671146,-54.090583333346046,2024-07-12T01:47:04.000,A042:DA58 A074:DA57 A075:DA54 A076:DV04 A082:DA48 A085:DA53 A086:DV07 A087:DV08 A088:DV22 A090:PM01 A091:DA43 A092:DV05 A093:DV13 A094:DV14 A096:DV06 A101:DA45 A105:DV15 A108:DV16 A110:DA64 A111:DV24 A115:DA63 A116:DV17 A120:DA44 A121:DV12 A123:DA51 A124:DA47 A125:DA65 A126:DV25 A128:DA60 A129:DA42 A130:DV02 A132:DA56 A133:DA49 A134:DA55 A135:PM04 P401:DA52 P402:DA41 P404:DV09 P409:DA50 P410:DV20 S301:DV21 S307:DV18 T702:PM03 W207:DA62 W210:DV23,F,HIGALBM326.6413+0.6113,2.769,0.07222824124232576
uid://A001/X2d20/X10d6,uid://A001/X2d20/X10d6.source.778802.spw.35,2022.1.01344.S,779984_a_06_TM1,778802,0.04371287542930742,231.40217250243467,6,ISM and star formation,Public,236.13866666671146,-54.090583333346046,2024-07-12T01:47:04.000,A042:DA58 A074:DA57 A075:DA54 A076:DV04 A082:DA48 A085:DA53 A086:DV07 A087:DV08 A088:DV22 A090:PM01 A091:DA43 A092:DV05 A093:DV13 A094:DV14 A096:DV06 A101:DA45 A105:DV15 A108:DV16 A110:DA64 A111:DV24 A115:DA63 A116:DV17 A120:DA44 A121:DV12 A123:DA51 A124:DA47 A125:DA65 A126:DV25 A128:DA60 A129:DA42 A130:DV02 A132:DA56 A133:DA49 A134:DA55 A135:PM04 P401:DA52 P402:DA41 P404:DV09 P409:DA50 P410:DV20 S301:DV21 S307:DV18 T702:PM03 W207:DA62 W210:DV23,F,HIGALBM326.6413+0.6113,2.769,0.07222824124232576
uid://A001/X2d20/X10d6,uid://A001/X2d20/X10d6.source.778802.spw.25,2022.1.01344.S,779984_a_06_TM1,778802,0.04371287542930742,218.04696186927575,6,ISM and star formation,Public,236.13866666671146,-54.090583333346046,2024-07-12T01:47:04.000,A042:DA58 A074:DA57 A075:DA54 A076:DV04 A082:DA48 A085:DA53 A086:DV07 A087:DV08 A088:DV22 A090:PM01 A091:DA43 A092:DV05 A093:DV13 A094:DV14 A096:DV06 A101:DA45 A105:DV15 A108:DV16 A110:DA64 A111:DV24 A115:DA63 A116:DV17 A120:DA44 A121:DV12 A123:DA51 A124:DA47 A125:DA65 A126:DV25 A128:DA60 A129:DA42 A130:DV02 A132:DA56 A133:DA49 A134:DA55 A135:PM04 P401:DA52 P402:DA41 P404:DV09 P409:DA50 P410:DV20 S301:DV21 S307:DV18 T702:PM03 W207:DA62 W210:DV23,F,HIGALBM326.6413+0.6113,2.769,0.07222824124232576
uid://A001/X2d20/X10d6,uid://A001/X2d20/X10d6.source.778802.spw.27,2022.1.01344.S,779984_a_06_TM1,778802,0.04371287542930742,219.12717323812964,6,ISM and star formation,Public,236.13866666671146,-54.090583333346046,2024-07-12T01:47:04.000,A042:DA58 A074:DA57 A075:DA54 A076:DV04 A082:DA48 A085:DA53 A086:DV07 A087:DV08 A088:DV22 A090:PM01 A091:DA43 A092:DV05 A093:DV13 A094:DV14 A096:DV06 A101:DA45 A105:DV15 A108:DV16 A110:DA64 A111:DV24 A115:DA63 A116:DV17 A120:DA44 A121:DV12 A123:DA51 A124:DA47 A125:DA65 A126:DV25 A128:DA60 A129:DA42 A130:DV02 A132:DA56 A133:DA49 A134:DA55 A135:PM04 P401:DA52 P402:DA41 P404:DV09 P409:DA50 P410:DV20 S301:DV21 S307:DV18 T702:PM03 W207:DA62 W210:DV23,F,HIGALBM326.6413+0.6113,2.769,0.07222824124232576
uid://A001/X2d20/X10d6,uid://A001/X2d20/X10d6.source.778802.spw.31,2022.1.01344.S,779984_a_06_TM1,778802,0.04371287542930742,220.463199571705,6,ISM and star formation,Public,236.13866666671146,-54.090583333346046,2024-07-12T01:47:04.000,A042:DA58 A074:DA57 A075:DA54 A076:DV04 A082:DA48 A085:DA53 A086:DV07 A087:DV08 A088:DV22 A090:PM01 A091:DA43 A092:DV05 A093:DV13 A094:DV14 A096:DV06 A101:DA45 A105:DV15 A108:DV16 A110:DA64 A111:DV24 A115:DA63 A116:DV17 A120:DA44 A121:DV12 A123:DA51 A124:DA47 A125:DA65 A126:DV25 A128:DA60 A129:DA42 A130:DV02 A132:DA56 A133:DA49 A134:DA55 A135:PM04 P401:DA52 P402:DA41 P404:DV09 P409:DA50 P410:DV20 S301:DV21 S307:DV18 T702:PM03 W207:DA62 W210:DV23,F,HIGALBM326.6413+0.6113,2.769,0.07222824124232576
uid://A001/X2d20/X10d6,uid://A001/X2d20/X10d6.source.778802.spw.37,2022.1.01344.S,779984_a_06_TM1,778802,0.04371287542930742,233.5477661551048,6,ISM and star formation,Public,236.13866666671146,-54.090583333346046,2024-07-12T01:47:04.000,A042:DA58 A074:DA57 A075:DA54 A076:DV04 A082:DA48 A085:DA53 A086:DV07 A087:DV08 A088:DV22 A090:PM01 A091:DA43 A092:DV05 A093:DV13 A094:DV14 A096:DV06 A101:DA45 A105:DV15 A108:DV16 A110:DA64 A111:DV24 A115:DA63 A116:DV17 A120:DA44 A121:DV12 A123:DA51 A124:DA47 A125:DA65 A126:DV25 A128:DA60 A129:DA42 A130:DV02 A132:DA56 A133:DA49 A134:DA55 A135:PM04 P401:DA52 P402:DA41 P404:DV09 P409:DA50 P410:DV20 S301:DV21 S307:DV18 T702:PM03 W207:DA62 W210:DV23,F,HIGALBM326.6413+0.6113,2.769,0.07222824124232576
uid://A001/X2d1f/X4c9,uid://A001/X2d1f/X4c9.source.319.872+00.787.spw.27,2022.1.00700.S,319.872+_a_06_TM1,319.872+00.787,0.024481359695439533,220.41447548349487,6,ISM and star formation,Public,225.8739916666928,-57.67495000000288,2024-08-16T02:58:40.000,A074:DA57 A090:PM01 A091:DA43 A092:DV05 A093:DV13 A094:DV14 A096:DV06 A101:DA45 A105:DV15 A108:DV16 A110:DA64 A111:DV24 A115:DA63 A116:DV17 A118:DV10 A120:DA44 A121:DV12 A122:DA46 A123:DA51 A124:DA47 A125:DA65 A126:DV25 A127:DV01 A128:DA60 A129:DA42 A130:DV02 A132:DA56 A133:DA49 A135:PM04 P401:DA52 P402:DA41 P404:DV09 P405:DV22 P409:DA50 P410:DV20 P411:DV04 S301:DV21 S303:DA54 S305:DA58 S306:DA48 S307:DV18 S308:DV08 S309:DA61 T702:PM03 W201:DA55 W202:DV07 W206:DV03 W207:DA62 W209:DA53,F,HIGALBM319.8669+0.7860,2.907,0.06879944960440317
uid://A001/X2d1f/X4c9,uid://A001/X2d1f/X4c9.source.319.872+00.787.spw.25,2022.1.00700.S,319.872+_a_06_TM1,319.872+00.787,0.024481359695439533,217.60178633358228,6,ISM and star formation,Public,225.8739916666928,-57.67495000000288,2024-08-16T02:58:40.000,A074:DA57 A090:PM01 A091:DA43 A092:DV05 A093:DV13 A094:DV14 A096:DV06 A101:DA45 A105:DV15 A108:DV16 A110:DA64 A111:DV24 A115:DA63 A116:DV17 A118:DV10 A120:DA44 A121:DV12 A122:DA46 A123:DA51 A124:DA47 A125:DA65 A126:DV25 A127:DV01 A128:DA60 A129:DA42 A130:DV02 A132:DA56 A133:DA49 A135:PM04 P401:DA52 P402:DA41 P404:DV09 P405:DV22 P409:DA50 P410:DV20 P411:DV04 S301:DV21 S303:DA54 S305:DA58 S306:DA48 S307:DV18 S308:DV08 S309:DA61 T702:PM03 W201:DA55 W202:DV07 W206:DV03 W207:DA62 W209:DA53,F,HIGALBM319.8669+0.7860,2.907,0.06879944960440317
uid://A001/X2d1f/X4c9,uid://A001/X2d1f/X4c9.source.319.872+00.787.spw.31,2022.1.00700.S,319.872+_a_06_TM1,319.872+00.787,0.024481359695439533,234.49842261175075,6,ISM and star formation,Public,225.8739916666928,-57.67495000000288,2024-08-16T02:58:40.000,A074:DA57 A090:PM01 A091:DA43 A092:DV05 A093:DV13 A094:DV14 A096:DV06 A101:DA45 A105:DV15 A108:DV16 A110:DA64 A111:DV24 A115:DA63 A116:DV17 A118:DV10 A120:DA44 A121:DV12 A122:DA46 A123:DA51 A124:DA47 A125:DA65 A126:DV25 A127:DV01 A128:DA60 A129:DA42 A130:DV02 A132:DA56 A133:DA49 A135:PM04 P401:DA52 P402:DA41 P404:DV09 P405:DV22 P409:DA50 P410:DV20 P411:DV04 S301:DV21 S303:DA54 S305:DA58 S306:DA48 S307:DV18 S308:DV08 S309:DA61 T702:PM03 W201:DA55 W202:DV07 W206:DV03 W207:DA62 W209:DA53,F,HIGALBM319.8669+0.7860,2.907,0.06879944960440317
uid://A001/X2d1f/X4c9,uid://A001/X2d1f/X4c9.source.319.872+00.787.spw.29,2022.1.00700.S,319.872+_a_06_TM1,319.872+00.787,0.024481359695439533,231.93575027516368,6,ISM and star formation,Public,225.8739916666928,-57.67495000000288,2024-08-16T02:58:40.000,A074:DA57 A090:PM01 A091:DA43 A092:DV05 A093:DV13 A094:DV14 A096:DV06 A101:DA45 A105:DV15 A108:DV16 A110:DA64 A111:DV24 A115:DA63 A116:DV17 A118:DV10 A120:DA44 A121:DV12 A122:DA46 A123:DA51 A124:DA47 A125:DA65 A126:DV25 A127:DV01 A128:DA60 A129:DA42 A130:DV02 A132:DA56 A133:DA49 A135:PM04 P401:DA52 P402:DA41 P404:DV09 P405:DV22 P409:DA50 P410:DV20 P411:DV04 S301:DV21 S303:DA54 S305:DA58 S306:DA48 S307:DV18 S308:DV08 S309:DA61 T702:PM03 W201:DA55 W202:DV07 W206:DV03 W207:DA62 W209:DA53,F,HIGALBM319.8669+0.7860,2.907,0.06879944960440317
