ID,Name,GLON,GLAT,Dist_kpc,theta_200AU_arcsec,n_alma_obs,best_res_arcsec,n_hires_obs
35779,b'HIGALBM309.3840-0.1346',309.383964,-0.134608,3.927,0.05092946269416858,0,,0
35797,b'HIGALBM309.4230-0.6214',309.422993,-0.621407,7.007,0.028542885685742828,0,,0
36003,b'HIGALBM309.9803+0.5493',309.980345,0.549254,3.469,0.057653502450273855,12,0.30304289274537005,0
36016,b'HIGALBM310.0140+0.3887',310.01397,0.388671,7.358,0.02718129926610492,42,0.021771284301112807,4
36075,b'HIGALBM310.1804-0.1220',310.18042,-0.122044,7.068,0.028296547821165818,0,,0
36216,b'HIGALBM310.5153-0.2168',310.515336,-0.216841,6.343,0.031530821377896895,6,11.321769538476476,0
36415,b'HIGALBM310.9024-0.3806',310.902434,-0.380622,6.907,0.028956131460836834,24,10.031799480501485,0
36602,b'HIGALBM311.1792-0.0726',311.17921,-0.072556,5.817,0.034381983840467596,13,0.7762696487578612,0
36743,b'HIGALBM311.3869+0.6492',311.386875,0.649214,7.243,0.027612867596299877,12,0.14784524653950526,0
36763,b'HIGALBM311.4268+0.5962',311.426814,0.596191,7.133,0.028038693396887707,6,11.312874263907286,0
36794,b'HIGALBM311.4819+0.3617',311.481916,0.361654,6.214,0.0321853878339234,18,0.14820952374753327,0
36813,b'HIGALBM311.5130-0.4539',311.512975,-0.453935,7.573,0.026409613099168096,12,0.30423371653954273,0
36822,b'HIGALBM311.5377+0.3184',311.537727,0.318404,4.35,0.04597701149425287,12,0.14835180901659786,0
36836,b'HIGALBM311.5643+0.2301',311.564296,0.230091,6.93,0.02886002886002886,30,9.345790555764399,0
36871,b'HIGALBM311.6269+0.2898',311.626891,0.289828,4.374,0.04572473708276177,46,0.1483441121292565,0
36873,b'HIGALBM311.6285+0.2657',311.628548,0.265679,4.374,0.04572473708276177,12,0.3038972940901132,0
36885,b'HIGALBM311.6386+0.3004',311.638552,0.300407,4.35,0.04597701149425287,14,11.313643490834322,0
36888,b'HIGALBM311.6427-0.3805',311.642687,-0.380466,8.036,0.024888003982080638,0,,0
37042,b'HIGALBM311.8996+0.0868',311.899648,0.086832,4.595,0.04352557127312296,0,,0
37064,b'HIGALBM311.9398+0.2053',311.939816,0.205258,7.572,0.02641310089804543,0,,0
37068,b'HIGALBM311.9468+0.1419',311.94676,0.141893,7.575,0.026402640264026403,0,,0
37127,b'HIGALBM312.0712+0.0820',312.071208,0.082019,3.756,0.05324813631522897,0,,0
37137,b'HIGALBM312.0939+0.0750',312.093862,0.075039,3.756,0.05324813631522897,0,,0
37143,b'HIGALBM312.1074+0.3094',312.107406,0.309401,3.967,0.05041593143433325,28,0.28768429194395223,0
37144,b'HIGALBM312.1086+0.2615',312.108566,0.261494,7.976,0.025075225677031094,0,,0
37250,b'HIGALBM312.3077+0.6609',312.307739,0.660871,7.596,0.02632964718272775,0,,0
37283,b'HIGALBM312.3832-0.4156',312.383194,-0.41557,7.639,0.026181437360911115,13,0.7792341995898685,0
37320,b'HIGALBM312.5011-0.0845',312.501087,-0.084475,8.101,0.024688310085174667,0,,0
37347,b'HIGALBM312.5476-0.2812',312.547615,-0.281158,8.184,0.024437927663734118,0,,0
37363,b'HIGALBM312.5898-0.5030',312.589794,-0.502958,7.916,0.025265285497726123,12,0.14864765950877132,0
37371,b'HIGALBM312.5981+0.0459',312.598086,0.045908,7.358,0.02718129926610492,42,0.1482614915455323,0
37675,b'HIGALBM313.3146-0.4630',313.3146,-0.462973,3.074,0.06506180871828236,13,0.7789133974833524,0
37722,b'HIGALBM313.4576+0.1921',313.457593,0.192081,8.271,0.024180872929512754,23,0.9822082011208302,0
37728,b'HIGALBM313.4691+0.1903',313.469141,0.190324,8.271,0.024180872929512754,6,11.29756107196375,0
37791,b'HIGALBM313.5769+0.3252',313.576895,0.325226,7.725,0.025889967637540454,28,0.28699317613217096,0
37869,b'HIGALBM313.7053-0.1896',313.705266,-0.189621,8.448,0.023674242424242424,13,0.77674713291174,0
38106,b'HIGALBM314.2180+0.2534',314.217965,0.25341,3.441,0.05812263876780006,12,0.14690875653766997,0
38107,b'HIGALBM314.2205+0.2723',314.220539,0.27229,3.441,0.05812263876780006,12,0.14696637914524258,0
38134,b'HIGALBM314.2652+0.1034',314.265171,0.10341,7.841,0.025506950644050504,0,,0
38135,b'HIGALBM314.2672+0.0909',314.267209,0.090898,7.857,0.02545500827287769,12,0.3038919766130394,0
38138,b'HIGALBM314.2747+0.0965',314.274735,0.09655,7.857,0.02545500827287769,0,,0
38159,b'HIGALBM314.3200+0.1116',314.320001,0.111575,7.866,0.025425883549453344,12,0.3036895678474715,0
38724,b'HIGALBM316.1399-0.5041',316.13988,-0.504087,8.062,0.024807740014884647,50,0.27799470279062544,0
38796,b'HIGALBM316.3601-0.3616',316.360089,-0.361628,8.832,0.022644927536231884,0,,0
38815,b'HIGALBM316.4120-0.3082',316.411951,-0.308179,8.06,0.024813895781637715,0,,0
38894,b'HIGALBM316.5870-0.8088',316.586972,-0.808785,3.213,0.06224712107065048,25,0.31040961831865715,0
38919,b'HIGALBM316.6406-0.0865',316.640573,-0.086509,9.513,0.021023862083464732,37,0.30942295332405456,0
38970,b'HIGALBM316.7494-0.0350',316.749439,-0.034983,9.464,0.021132713440405747,12,5.45190474236611,0
38976,b'HIGALBM316.7630-0.0118',316.762952,-0.011773,9.627,0.020774903916069388,40,0.2916732750022444,0
38978,b'HIGALBM316.7658-0.0239',316.765804,-0.023936,9.627,0.020774903916069388,60,0.2916732750022444,0
38986,b'HIGALBM316.7790-0.0333',316.779009,-0.033306,2.618,0.07639419404125286,44,0.2916732750022444,0
39000,b'HIGALBM316.8002-0.0549',316.800181,-0.054875,2.695,0.07421150278293136,74,0.024477791291193086,4
39010,b'HIGALBM316.8112-0.0574',316.81123,-0.057443,2.695,0.07421150278293136,76,0.02447144287625904,11
39012,b'HIGALBM316.8177-0.0578',316.817711,-0.057784,2.695,0.07421150278293136,44,0.2916732750022444,0
39014,b'HIGALBM316.8246-0.0781',316.824604,-0.078084,2.695,0.07421150278293136,20,2.6542770384522014,0
39061,b'HIGALBM316.9596+0.3022',316.959631,0.302244,9.441,0.02118419658934435,4,3.25704944975894,0
39099,b'HIGALBM317.0293+0.3610',317.029261,0.36104,9.316,0.021468441391155002,0,,0
39290,b'HIGALBM317.4080+0.1102',317.407959,0.110193,2.823,0.07084661707403471,28,0.3081289737289419,0
39304,b'HIGALBM317.4293-0.5609',317.429302,-0.56087,8.383,0.023857807467493736,22,5.557923901435658,0
39324,b'HIGALBM317.4659-0.4029',317.465946,-0.402936,9.489,0.021077036568658447,0,,0
39423,b'HIGALBM317.7009+0.1100',317.700908,0.109968,9.628,0.02077274615704196,0,,0
39513,b'HIGALBM317.8549+0.1629',317.854876,0.162941,9.649,0.02072753653228314,0,,0
39525,b'HIGALBM317.8677-0.1501',317.867662,-0.150111,2.806,0.07127583749109052,17,0.9745687747041143,0
39545,b'HIGALBM317.8892-0.0580',317.889155,-0.05797,11.271,0.017744654422855114,24,11.913778957753895,0
39632,b'HIGALBM318.0492+0.0872',318.049212,0.087156,9.184,0.02177700348432056,53,0.27761949040646244,0
39895,b'HIGALBM318.7227-0.7515',318.722677,-0.751531,2.454,0.08149959250203749,0,,0
39896,b'HIGALBM318.7250-0.2225',318.724965,-0.222477,9.773,0.020464545175483476,13,0.8084905294590718,0
39915,b'HIGALBM318.7753-0.1513',318.775334,-0.151302,2.591,0.0771902740254728,37,0.8085147060070064,0
39951,b'HIGALBM318.9145-0.1633',318.914468,-0.163307,2.509,0.07971303308090873,24,9.240890681680069,0
39964,b'HIGALBM318.9477-0.1953',318.947669,-0.195327,10.447,0.01914425193835551,42,0.3078154711696158,0
40008,b'HIGALBM319.0888+0.4606',319.088775,0.460571,9.931,0.020138958815829222,0,,0
40037,b'HIGALBM319.1521-0.4294',319.152067,-0.429355,11.376,0.017580872011251757,0,,0
40039,b'HIGALBM319.1632-0.4202',319.163176,-0.420206,11.376,0.017580872011251757,0,,0
40131,b'HIGALBM319.3625+0.0138',319.362524,0.013808,10.116,0.019770660340055358,0,,0
40146,b'HIGALBM319.3992-0.0115',319.3992,-0.011522,11.926,0.01677008217340265,0,,0
40154,b'HIGALBM319.4094-0.0172',319.409374,-0.017153,11.926,0.01677008217340265,0,,0
40165,b'HIGALBM319.4522-0.0211',319.452175,-0.021056,11.578,0.017274140611504576,0,,0
40307,b'HIGALBM319.8360-0.1959',319.836043,-0.195868,8.005,0.024984384759525295,0,,0
40323,b'HIGALBM319.8669+0.7860',319.866939,0.78598,2.907,0.06879944960440317,16,0.024481359695439533,4
40491,b'HIGALBM320.1230-0.5028',320.123024,-0.502828,12.356,0.01618646811265782,0,,0
40526,b'HIGALBM320.1662+0.8227',320.166195,0.822717,10.48,0.019083969465648856,33,0.02445503672619558,0
40528,b'HIGALBM320.1730+0.8166',320.172978,0.816629,2.706,0.07390983000739099,8,1.992832269802112,0
40550,b'HIGALBM320.1994+0.8707',320.199353,0.87068,2.829,0.07069635913750442,0,,0
40554,b'HIGALBM320.2031+0.8613',320.203072,0.861319,2.829,0.07069635913750442,0,,0
40578,b'HIGALBM320.2330-0.2833',320.233036,-0.283315,8.243,0.02426301103967002,112,0.17300176571574105,0
40595,b'HIGALBM320.2472-0.2954',320.24718,-0.295432,0.76,0.2631578947368421,12,0.30823632347797897,0
40597,b'HIGALBM320.2482+0.4046',320.248168,0.404559,10.833,0.018462106526354657,5,0.8307910374774449,0
40616,b'HIGALBM320.2629-0.3011',320.262902,-0.301073,8.428,0.023730422401518746,0,,0
40633,b'HIGALBM320.2865-0.3062',320.28648,-0.306168,8.428,0.023730422401518746,0,,0
40660,b'HIGALBM320.3172-0.1752',320.317213,-0.175245,12.546,0.015941335883947076,13,0.8078376664007544,0
40661,b'HIGALBM320.3174-0.1868',320.317351,-0.18681,12.546,0.015941335883947076,0,,0
40673,b'HIGALBM320.3311-0.3057',320.331058,-0.305667,8.539,0.023421946363742827,24,10.412197463333952,0
40688,b'HIGALBM320.3487-0.2218',320.34869,-0.221828,12.546,0.015941335883947076,0,,0
40729,b'HIGALBM320.4155+0.1173',320.415535,0.117291,12.869,0.015541223094257518,0,,0
40733,b'HIGALBM320.4238+0.0902',320.423811,0.090169,12.708,0.015738117721120555,0,,0
40736,b'HIGALBM320.4277+0.1032',320.427725,0.103158,12.869,0.015541223094257518,0,,0
40874,b'HIGALBM320.6748+0.2459',320.674775,0.245913,9.101,0.02197560707614548,12,0.30704820352596107,0
40941,b'HIGALBM320.7777+0.2428',320.777729,0.242838,12.702,0.01574555188159345,24,9.635721594165165,0
41007,b'HIGALBM320.8925-0.4107',320.892468,-0.410735,8.245,0.02425712553062462,6,13.519803316217956,0
41086,b'HIGALBM321.0330-0.4827',321.033047,-0.482705,9.174,0.021800741225201658,0,,0
41097,b'HIGALBM321.0531-0.5066',321.053108,-0.506613,4.0,0.05,28,0.27823804609950137,0
41129,b'HIGALBM321.1255-0.2648',321.125518,-0.264793,8.147,0.024548913710568308,0,,0
41138,b'HIGALBM321.1486-0.5291',321.148638,-0.529145,4.0,0.05,0,,0
41220,b'HIGALBM321.3810-0.3012',321.381,-0.301172,9.342,0.021408691928923144,4,1.814355149161275,0
41343,b'HIGALBM321.7373-0.6605',321.737349,-0.66046,4.919,0.04065867046147591,0,,0
41415,b'HIGALBM321.9366-0.0061',321.936638,-0.006127,2.235,0.0894854586129754,8,0.1696719622701902,0
41511,b'HIGALBM322.1468+0.6076',322.146791,0.607619,4.0,0.05,0,,0
41520,b'HIGALBM322.1612+0.6205',322.161189,0.620528,4.0,0.05,24,0.02273415926799327,4
41521,b'HIGALBM322.1668+0.6343',322.166846,0.634289,3.721,0.05374899220639613,0,,0
41661,b'HIGALBM322.5211+0.6367',322.52111,0.636694,9.786,0.020437359493153485,0,,0
41743,b'HIGALBM322.7053-0.3314',322.705275,-0.331437,12.387,0.01614595947364172,0,,0
42007,b'HIGALBM323.4447+0.0959',323.444725,0.095901,4.404,0.045413260672116255,24,10.692602016097537,0
42012,b'HIGALBM323.4594-0.0789',323.459411,-0.078927,4.386,0.045599635202918376,47,0.05545690027618108,0
42158,b'HIGALBM323.7993+0.0169',323.799283,0.016887,9.926,0.02014910336490026,0,,0
42201,b'HIGALBM323.9161+0.0342',323.916145,0.034172,10.13,0.019743336623889437,0,,0
42286,b'HIGALBM324.0940-0.1140',324.094004,-0.113982,9.849,0.02030663011473246,0,,0
42333,b'HIGALBM324.1889+0.1165',324.188884,0.116531,6.181,0.03235722375020223,8,12.730620583928356,0
42342,b'HIGALBM324.2008+0.1204',324.200823,0.120448,6.181,0.03235722375020223,28,0.2776074783262054,0
42345,b'HIGALBM324.2034+0.1170',324.203366,0.116988,6.181,0.03235722375020223,28,0.2776074783262054,0
42536,b'HIGALBM324.7162+0.3419',324.716211,0.34195,10.524,0.019004180919802355,0,,0
42613,b'HIGALBM324.9239-0.5679',324.923908,-0.567923,9.126,0.021915406530791146,19,0.05005024439444304,0
42835,b'HIGALBM325.5159+0.4148',325.515948,0.414846,10.952,0.018261504747991233,0,,0
43212,b'HIGALBM326.2690-0.4857',326.269012,-0.485689,10.033,0.019934217083624042,0,,0
43325,b'HIGALBM326.4098+0.9261',326.409849,0.92613,2.768,0.07225433526011561,12,0.24610381384120045,0
43347,b'HIGALBM326.4315+0.9139',326.431515,0.913888,2.768,0.07225433526011561,8,13.35681667644736,0
43359,b'HIGALBM326.4474+0.9134',326.44736,0.913378,2.706,0.07390983000739099,20,1.7265249257380346,0
43360,b'HIGALBM326.4485-0.7486',326.448501,-0.748567,4.238,0.04719207173194903,12,0.24783265592360396,0
43372,b'HIGALBM326.4698+0.8938',326.469818,0.893829,2.766,0.07230657989877079,0,,0
43375,b'HIGALBM326.4730-0.3780',326.472998,-0.377955,10.463,0.019114976584153686,64,0.2471935182513477,0
43378,b'HIGALBM326.4759+0.6947',326.475881,0.6947,11.232,0.017806267806267807,50,0.24180434045709906,0
43449,b'HIGALBM326.5447+0.1694',326.544741,0.169389,11.227,0.017814197915738843,12,0.24629765233818682,0
43490,b'HIGALBM326.6080+0.7988',326.607999,0.798778,11.541,0.017329520838748808,0,,0
43512,b'HIGALBM326.6278+0.6119',326.627766,0.611874,2.773,0.0721240533717995,0,,0
43529,b'HIGALBM326.6403+0.6210',326.640261,0.620999,2.769,0.07222824124232576,4,5.604629369951119,0
43531,b'HIGALBM326.6413+0.6113',326.641252,0.611327,2.769,0.07222824124232576,27,0.04371287542930742,7
43540,b'HIGALBM326.6471+0.7490',326.64714,0.748956,2.711,0.07377351530800443,0,,0
43550,b'HIGALBM326.6571+0.5949',326.657144,0.594949,2.769,0.07222824124232576,28,0.2464153339622741,0
43556,b'HIGALBM326.6625+0.5209',326.662509,0.52088,2.711,0.07377351530800443,23,0.04377549167310204,7
43567,b'HIGALBM326.6704+0.5538',326.670447,0.553814,2.711,0.07377351530800443,8,0.16441327902299585,0
43580,b'HIGALBM326.6791+0.5669',326.67914,0.56687,2.769,0.07222824124232576,0,,0
43590,b'HIGALBM326.6918+0.5400',326.691757,0.53997,2.711,0.07377351530800443,0,,0
43630,b'HIGALBM326.7237+0.6141',326.723741,0.614141,2.84,0.07042253521126761,40,0.2464147668670127,0
43693,b'HIGALBM326.7806-0.2411',326.780578,-0.241055,3.017,0.06629101756711965,19,0.04353722317856341,7
43706,b'HIGALBM326.7955+0.3820',326.795463,0.381956,8.646,0.023132084200786492,0,,0
43745,b'HIGALBM326.8591-0.6765',326.859103,-0.676499,4.23,0.04728132387706856,0,,0
43759,b'HIGALBM326.8781-0.5146',326.878134,-0.514628,10.197,0.019613611846621554,0,,0
43768,b'HIGALBM326.8851-0.2735',326.885142,-0.27354,3.012,0.06640106241699867,4,5.598299634871521,0
43911,b'HIGALBM327.1196+0.5107',327.119639,0.510707,9.026,0.022158209616662972,44,0.16554531077012632,0
43919,b'HIGALBM327.1306-0.2663',327.130599,-0.266314,10.357,0.019310611180843873,12,0.24637081695304655,0
43992,b'HIGALBM327.2677-0.5408',327.267676,-0.540788,3.199,0.06251953735542357,0,,0
44009,b'HIGALBM327.2985-0.5528',327.298504,-0.552835,3.199,0.06251953735542357,4,0.020945742611003935,4
44010,b'HIGALBM327.3013-0.5776',327.301313,-0.577577,3.074,0.06506180871828236,91,0.2688530030579282,0
44015,b'HIGALBM327.3054-0.5404',327.305374,-0.54039,3.196,0.0625782227784731,0,,0
44016,b'HIGALBM327.3064-0.5234',327.306422,-0.523376,3.196,0.0625782227784731,0,,0
44021,b'HIGALBM327.3221-0.5541',327.322131,-0.554121,3.196,0.0625782227784731,0,,0
44067,b'HIGALBM327.3918+0.1996',327.391837,0.199559,3.425,0.058394160583941604,43,0.1634218708649492,0
44070,b'HIGALBM327.4022+0.4449',327.40216,0.444879,5.18,0.03861003861003861,43,0.24428909605581395,0
44210,b'HIGALBM327.6283-0.3569',327.628253,-0.356885,9.855,0.020294266869609334,12,0.24562727195364903,0
44263,b'HIGALBM327.7109-0.3934',327.710932,-0.393396,4.732,0.042265426880811495,12,0.24559270579952852,0
44275,b'HIGALBM327.7259-0.3916',327.725914,-0.391557,4.732,0.042265426880811495,4,5.570878180261643,0
44283,b'HIGALBM327.7324-0.3870',327.732382,-0.386997,4.732,0.042265426880811495,12,0.24541623588208758,0
44293,b'HIGALBM327.7573-0.3530',327.757251,-0.352957,4.666,0.042863266180882986,0,,0
44334,b'HIGALBM327.8083-0.6343',327.808345,-0.63427,10.23,0.019550342130987292,36,0.27125485515767994,0
44350,b'HIGALBM327.8245-0.6479',327.824544,-0.647931,10.23,0.019550342130987292,21,1.2203173089984516,0
44394,b'HIGALBM327.9012+0.1540',327.901173,0.154012,11.314,0.0176772140710624,0,,0
44415,b'HIGALBM327.9464-0.1150',327.946359,-0.115045,11.318,0.017670966601873124,12,0.24068952164123839,0
44497,b'HIGALBM328.0734+0.5820',328.073368,0.58204,6.186,0.032331070158422244,0,,0
44547,b'HIGALBM328.1402-0.4313',328.140213,-0.431294,2.97,0.06734006734006734,0,,0
44559,b'HIGALBM328.1646+0.5870',328.164612,0.587031,8.374,0.02388344877000239,0,,0
44577,b'HIGALBM328.1924-0.5598',328.192408,-0.559816,11.53,0.017346053772766695,0,,0
44607,b'HIGALBM328.2368-0.5471',328.236768,-0.547144,11.371,0.01758860258552458,20,0.16302614235773744,0
44613,b'HIGALBM328.2469-0.5566',328.246858,-0.556635,11.371,0.01758860258552458,0,,0
44616,b'HIGALBM328.2544-0.5319',328.254403,-0.53191,11.371,0.01758860258552458,151,0.024277765750159833,0
44656,b'HIGALBM328.3076+0.4310',328.307555,0.431036,8.44,0.023696682464454975,28,0.2706186116723493,0
44665,b'HIGALBM328.3174+0.4503',328.317389,0.450312,8.446,0.023679848448969927,0,,0
44777,b'HIGALBM328.5489+0.2720',328.548925,0.27195,5.619,0.03559352197899982,12,0.23958704884490334,0
44796,b'HIGALBM328.5742-0.5299',328.574169,-0.529901,3.266,0.0612369871402327,4,5.5572240223088185,0
44937,b'HIGALBM328.8245-0.0795',328.824544,-0.079475,11.496,0.017397355601948505,24,9.677074943136931,0
45007,b'HIGALBM328.9591+0.5670',328.959103,0.566993,8.539,0.023421946363742827,0,,0
45024,b'HIGALBM328.9824+0.5721',328.982381,0.572093,5.948,0.03362474781439139,0,,0
45045,b'HIGALBM329.0298-0.2047',329.029805,-0.204653,11.639,0.01718360683907552,48,0.02420963825709638,0
45046,b'HIGALBM329.0309-0.1974',329.030909,-0.197429,11.639,0.01718360683907552,37,0.16196747150902926,0
45062,b'HIGALBM329.0661-0.3075',329.066124,-0.307503,11.538,0.01733402669440111,8,3.5679516860419187,0
45086,b'HIGALBM329.1092-0.4904',329.109158,-0.490428,9.779,0.020451988955925964,0,,0
45122,b'HIGALBM329.1833-0.3138',329.183309,-0.313804,11.213,0.017836439846606617,26,0.16303507105852763,0
45174,b'HIGALBM329.2723+0.1151',329.2723,0.115122,3.284,0.06090133982947625,12,0.23924926490443943,0
45254,b'HIGALBM329.4062-0.4590',329.406216,-0.458993,9.945,0.020110608345902465,84,0.042523797914605484,0
45263,b'HIGALBM329.4196-0.1630',329.419644,-0.163044,5.122,0.03904724716907458,44,0.24204984080098338,0
45265,b'HIGALBM329.4241-0.1622',329.42409,-0.162156,5.122,0.03904724716907458,44,0.24204984080098338,0
45287,b'HIGALBM329.4568+0.1742',329.456797,0.174199,8.274,0.024172105390379502,28,2.8668617773017493,0
45290,b'HIGALBM329.4626+0.1689',329.462582,0.168859,8.274,0.024172105390379502,28,2.8668617773017493,0
45298,b'HIGALBM329.4689+0.5027',329.468903,0.502669,10.016,0.019968051118210862,28,0.27020290411078685,0
45305,b'HIGALBM329.4749+0.2162',329.474924,0.216224,8.274,0.024172105390379502,28,0.2702707198470705,0
45307,b'HIGALBM329.4762+0.8409',329.476231,0.84087,5.027,0.039785160135269546,0,,0
45327,b'HIGALBM329.5244+0.0852',329.524432,0.085242,10.661,0.018759966232060783,12,0.16328793857295115,0
45366,b'HIGALBM329.5965+0.0556',329.596546,0.055619,10.569,0.01892326615573848,0,,0
45373,b'HIGALBM329.6103+0.1135',329.610276,0.11354,10.668,0.018747656542932135,19,0.042420286662174816,0
45395,b'HIGALBM329.6633+0.0968',329.663263,0.096802,10.568,0.018925056775170326,0,,0
45466,b'HIGALBM329.8155+0.1409',329.815514,0.140911,5.59,0.03577817531305903,0,,0
45584,b'HIGALBM330.0700+1.0643',330.069985,1.064286,3.296,0.06067961165048544,20,0.23712922453862206,0
45681,b'HIGALBM330.2841+0.4932',330.284118,0.493233,5.393,0.037085110328203226,30,0.16259543000630408,0
45689,b'HIGALBM330.2940-0.3933',330.293953,-0.393275,11.862,0.01686056314280897,28,0.2700964976875433,0
45859,b'HIGALBM330.6766-0.4040',330.676559,-0.404015,4.051,0.049370525796099726,12,0.24174456164662253,0
45957,b'HIGALBM330.8747-0.3569',330.874743,-0.356937,3.755,0.05326231691078562,16,1.7043625662055948,0
45958,b'HIGALBM330.8764-0.3829',330.876359,-0.382878,10.735,0.018630647414997672,20,0.24136257912777032,0
45975,b'HIGALBM330.8970-0.3596',330.896959,-0.359566,3.755,0.05326231691078562,0,,0
45990,b'HIGALBM330.9284-0.4063',330.928449,-0.40631,3.858,0.05184033177812338,0,,0
46004,b'HIGALBM330.9589-0.2733',330.958928,-0.273341,11.377,0.017579326711786938,12,0.1628957988349269,0
46113,b'HIGALBM331.1279-0.5326',331.127899,-0.532646,10.628,0.01881821603312006,0,,0
46114,b'HIGALBM331.1294-0.4811',331.129399,-0.481149,10.527,0.01899876508026978,0,,0
46116,b'HIGALBM331.1314-0.2438',331.131441,-0.24376,9.483,0.021090372245070127,88,0.16281683276197634,0
46120,b'HIGALBM331.1356-0.5248',331.135633,-0.524844,10.628,0.01881821603312006,12,0.24122623618014405,0
46134,b'HIGALBM331.1659-0.4611',331.165871,-0.461126,10.527,0.01899876508026978,0,,0
46167,b'HIGALBM331.2398+1.0624',331.239839,1.06239,4.934,0.040535062829347386,12,0.23843277047892597,0
46168,b'HIGALBM331.2446-0.1990',331.244581,-0.198961,5.455,0.03666361136571952,12,0.16256563028909005,0
46186,b'HIGALBM331.2786-0.1883',331.278615,-0.188272,5.455,0.03666361136571952,57,0.16273203936351216,0
46238,b'HIGALBM331.3418-0.3462',331.341813,-0.346222,4.215,0.04744958481613286,19,0.052986684837987644,0
46246,b'HIGALBM331.3481-0.3362',331.348126,-0.336174,4.215,0.04744958481613286,0,,0
46252,b'HIGALBM331.3528+1.0659',331.352796,1.065936,4.923,0.040625634775543366,36,0.2680641713995849,0
46282,b'HIGALBM331.3853-0.3604',331.385285,-0.360421,4.224,0.04734848484848485,0,,0
46310,b'HIGALBM331.4179-0.3539',331.417858,-0.353916,4.224,0.04734848484848485,12,0.23962763506924728,0
46333,b'HIGALBM331.4418-0.1862',331.44179,-0.186196,9.429,0.02121115706861809,0,,0
46371,b'HIGALBM331.4909-0.1148',331.490907,-0.114838,9.483,0.021090372245070127,12,0.16228963978838576,0
46389,b'HIGALBM331.5117-0.1024',331.511657,-0.102354,5.441,0.03675794890645102,61,0.16229946685091975,0
46393,b'HIGALBM331.5176-0.0824',331.517575,-0.082445,3.708,0.05393743257820928,0,,0
46402,b'HIGALBM331.5330-0.0992',331.533011,-0.099205,3.708,0.05393743257820928,0,,0
46403,b'HIGALBM331.5362-0.3056',331.536221,-0.305577,10.716,0.01866368047779022,0,,0
46406,b'HIGALBM331.5424-0.0659',331.542428,-0.065915,3.708,0.05393743257820928,12,0.16225570784188106,0
46408,b'HIGALBM331.5452-0.0917',331.545238,-0.091736,3.708,0.05393743257820928,0,,0
46417,b'HIGALBM331.5557-0.1201',331.555745,-0.120095,5.441,0.03675794890645102,12,0.16228219038599398,0
46432,b'HIGALBM331.6032-0.1070',331.603205,-0.107031,9.407,0.021260763261401083,0,,0
46444,b'HIGALBM331.6233+0.5269',331.623305,0.526921,3.659,0.05465974309920743,16,0.2380124405444017,0
46480,b'HIGALBM331.7088+0.5836',331.708827,0.583613,4.229,0.04729250413809411,12,0.17543986815842658,0
46481,b'HIGALBM331.7104+0.6027',331.71044,0.602705,4.229,0.04729250413809411,12,0.2375766946383162,0
46522,b'HIGALBM331.7951-0.0974',331.795056,-0.097397,9.647,0.02073183373069348,0,,0
46662,b'HIGALBM332.0604+0.5083',332.060422,0.508302,10.731,0.018637592023110616,0,,0
46675,b'HIGALBM332.0937-0.4205',332.093746,-0.420497,3.831,0.05220569042025581,28,0.24050780274057737,0
46697,b'HIGALBM332.1391-0.4659',332.139129,-0.465944,11.249,0.017779358165170237,0,,0
46704,b'HIGALBM332.1466-0.4403',332.146603,-0.440344,11.249,0.017779358165170237,0,,0
46710,b'HIGALBM332.1545-0.4486',332.15449,-0.448636,11.249,0.017779358165170237,0,,0
46771,b'HIGALBM332.2406-0.0431',332.240624,-0.043106,3.363,0.059470710674992565,29,0.24828661337763036,0
46800,b'HIGALBM332.2951-0.0938',332.295108,-0.093846,3.363,0.059470710674992565,40,0.2397027802277589,0
46840,b'HIGALBM332.3526-0.1165',332.35262,-0.11649,11.645,0.017174753112924,0,,0
46879,b'HIGALBM332.4093-0.5032',332.409305,-0.503233,11.765,0.016999575010624733,0,,0
46904,b'HIGALBM332.4513+0.0768',332.451312,0.076807,11.181,0.017887487702352205,0,,0
46918,b'HIGALBM332.4681-0.5228',332.468101,-0.522777,11.501,0.017389792191983305,12,0.24005476598770367,0
46919,b'HIGALBM332.4699-0.1314',332.469929,-0.131352,11.444,0.017476406850751487,0,,0
46965,b'HIGALBM332.5443-0.1226',332.544253,-0.122614,3.307,0.06047777441790142,32,0.2684426770554234,0
46990,b'HIGALBM332.5869-0.5603',332.586925,-0.560325,11.62,0.01721170395869191,12,0.24006836543278345,0
47025,b'HIGALBM332.6427-0.6051',332.642725,-0.605066,3.8,0.05263157894736842,28,0.24008551336974934,0
47033,b'HIGALBM332.6531-0.6086',332.653067,-0.608578,3.8,0.05263157894736842,16,1.69559647037224,0
47034,b'HIGALBM332.6534-0.6217',332.653404,-0.621667,3.8,0.05263157894736842,8,12.97087247663713,0
47053,b'HIGALBM332.6781-0.6146',332.678062,-0.61456,3.8,0.05263157894736842,12,0.23979968082746647,0
47063,b'HIGALBM332.6903-0.6262',332.690268,-0.626221,3.8,0.05263157894736842,0,,0
47066,b'HIGALBM332.6933-0.6122',332.693254,-0.6122,3.8,0.05263157894736842,8,3.5263943100701374,0
47072,b'HIGALBM332.7012-0.5874',332.701175,-0.587412,3.8,0.05263157894736842,12,0.23875242887702292,0
47087,b'HIGALBM332.7257-0.6208',332.725658,-0.620849,3.8,0.05263157894736842,0,,0
